image_path,cluster_id,class_name
training_patches\Cartosat_Grid_stretched_1024_2432.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1024_256.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1024_2560.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1024_2688.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1024_2816.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1024_2944.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1024_3072.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1024_384.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1024_512.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1024_640.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1024_768.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1024_896.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1152_0.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1152_1024.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1152_1152.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1152_128.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1152_1280.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1152_1408.png,2,Roads_and_Pavement
training_patches\Cartosat_Grid_stretched_1152_1536.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1152_1664.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1152_1792.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1152_1920.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1152_2048.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1152_2176.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1152_2304.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1152_2432.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1152_256.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1152_2560.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1152_2688.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1152_2816.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1152_2944.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1152_3072.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1152_384.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1152_512.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1152_640.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1152_768.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1152_896.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1280_0.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1280_1024.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1280_1152.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1280_128.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1280_1280.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1280_1408.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1280_1536.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1280_1664.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1280_1792.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1280_1920.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1280_2048.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1280_2176.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1280_2304.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1280_2432.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1280_256.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1280_2560.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1280_2688.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1280_2816.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1280_2944.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1280_3072.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1280_384.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1280_512.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1280_640.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1280_768.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1280_896.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_128_0.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_128_1024.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_128_1152.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_128_128.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_128_1280.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_128_1408.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_128_1536.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_128_1664.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_128_1792.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_128_1920.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_128_2048.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_128_2176.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_128_2304.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_128_2432.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_128_256.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_128_2560.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_128_2688.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_128_2816.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_128_2944.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_128_3072.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_128_384.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_128_512.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_128_640.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_128_768.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_128_896.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1408_0.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1408_1024.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1408_1152.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1408_128.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1408_1280.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1408_1408.png,2,Roads_and_Pavement
training_patches\Cartosat_Grid_stretched_1408_1536.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1408_1664.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1408_1792.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1408_1920.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1408_2048.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1408_2176.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1408_2304.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1408_2432.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1408_256.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1408_2560.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1408_2688.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1408_2816.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1408_2944.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1408_3072.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1408_384.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1408_512.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1408_640.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1408_768.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1408_896.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1536_0.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1536_1024.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1536_1152.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1536_128.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1536_1280.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1536_1408.png,2,Roads_and_Pavement
training_patches\Cartosat_Grid_stretched_1536_1536.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1536_1664.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1536_1792.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1536_1920.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1536_2048.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1536_2176.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1536_2304.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1536_2432.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1536_256.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1536_2560.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1536_2688.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1536_2816.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1536_2944.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1536_3072.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1536_384.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1536_512.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1536_640.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1536_768.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1536_896.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1664_0.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1664_1024.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1664_1152.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1664_128.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1664_1280.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1664_1408.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1664_1536.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1664_1664.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1664_1792.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1664_1920.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1664_2048.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1664_2176.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1664_2304.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1664_2432.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1664_256.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1664_2560.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1664_2688.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1664_2816.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1664_2944.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1664_3072.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1664_384.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1664_512.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1664_640.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1664_768.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1664_896.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1792_0.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1792_1024.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1792_1152.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1792_128.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1792_1280.png,2,Roads_and_Pavement
training_patches\Cartosat_Grid_stretched_1792_1408.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1792_1536.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1792_1664.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1792_1792.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1792_1920.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1792_2048.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1792_2176.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1792_2304.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1792_2432.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1792_256.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1792_2560.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1792_2688.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1792_2816.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1792_2944.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1792_3072.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1792_384.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1792_512.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1792_640.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1792_768.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1792_896.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1920_0.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1920_1024.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1920_1152.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1920_128.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1920_1280.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1920_1408.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1920_1536.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1920_1664.png,2,Roads_and_Pavement
training_patches\Cartosat_Grid_stretched_1920_1792.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1920_1920.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1920_2048.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_1920_2176.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1920_2304.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1920_2432.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1920_256.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1920_2560.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1920_2688.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1920_2816.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1920_2944.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1920_3072.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1920_384.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1920_512.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1920_640.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1920_768.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_1920_896.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2048_0.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2048_1024.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2048_1152.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_2048_128.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2048_1280.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_2048_1408.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_2048_1536.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_2048_1664.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_2048_1792.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_2048_1920.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2048_2048.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2048_2176.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2048_2304.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2048_2432.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2048_256.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2048_2560.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2048_2688.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2048_2816.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2048_2944.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2048_3072.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2048_384.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2048_512.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2048_640.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2048_768.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2048_896.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2176_0.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2176_1024.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2176_1152.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_2176_128.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2176_1280.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_2176_1408.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_2176_1536.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_2176_1664.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_2176_1792.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2176_1920.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2176_2048.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2176_2176.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2176_2304.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2176_2432.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2176_256.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2176_2560.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2176_2688.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2176_2816.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2176_2944.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2176_3072.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2176_384.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2176_512.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2176_640.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2176_768.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2176_896.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_2304_0.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2304_1024.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_2304_1152.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_2304_128.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2304_1280.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_2304_1408.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_2304_1536.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_2304_1664.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2304_1792.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2304_1920.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2304_2048.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2304_2176.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2304_2304.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2304_2432.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2304_256.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2304_2560.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2304_2688.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2304_2816.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2304_2944.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2304_3072.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2304_384.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2304_512.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2304_640.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2304_768.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_2304_896.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_2432_0.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2432_1024.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_2432_1152.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_2432_128.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2432_1280.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_2432_1408.png,3,Urban_Built_Up
training_patches\Cartosat_Grid_stretched_2432_1536.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2432_1664.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2432_1792.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2432_1920.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2432_2048.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2432_2176.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2432_2304.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2432_2432.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2432_256.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2432_2560.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2432_2688.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2432_2816.png,0,Low_Vegetation_Fields
training_patches\Cartosat_Grid_stretched_2432_2944.png,0,Low_Vegetation_Fields
